x1,y1,size1,figure1,is_active1,color1,priority1,speed1,opacity1,rotation1,x2,y2,size2,figure2,is_active2,color2,priority2,speed2,opacity2,rotation2,collision
-3,-6,83,rectangle,1,blue,2,9.81016025056814,0.8427100675882214,158,-5,4,15,rectangle,0,yellow,5,8.851362695297942,0.4226423980255375,85,False
-3,3,39,circle,0,yellow,4,2.309203097866075,0.3184979792491397,345,-2,-6,26,rectangle,1,yellow,1,2.5996247766251135,0.1381986688297786,19,False
-5,2,63,circle,0,green,3,2.1620708052751194,0.7539128544279442,127,-3,2,54,circle,0,green,2,4.787781777409858,0.2929465653243313,31,True
-2,-6,98,circle,0,yellow,1,3.524771181023405,0.7992410897763801,112,-2,-2,11,rectangle,1,blue,4,7.567482044275387,0.5643155587170138,353,False
5,2,96,rectangle,0,blue,2,7.129072501572656,0.5149212361378848,84,2,-4,40,circle,1,green,5,7.725048978421905,0.8748635440185086,319,False
-1,-2,98,rectangle,1,red,2,2.916597236559977,0.5503582005861858,275,-5,3,32,circle,1,red,2,7.227738460362017,0.6879200522610093,272,True
2,-4,95,circle,0,yellow,5,3.452649864986941,0.7173557290174559,232,1,6,76,circle,0,red,4,6.136468994276437,0.3480585439568913,24,True
0,4,15,rectangle,0,blue,4,9.150354156761226,0.42633728965529794,213,-5,3,77,rectangle,1,red,4,7.610788914627884,0.22093375190562126,331,True
5,-6,100,rectangle,1,blue,3,7.049711994125784,0.9074001640707471,225,-5,2,28,rectangle,0,red,5,3.952845567774915,0.12024977164957751,300,False
5,2,71,rectangle,1,yellow,3,9.984861301302079,0.23939836348097943,182,-1,-3,89,circle,0,yellow,2,9.973028264206965,0.0718976162432734,331,False
-2,-4,68,rectangle,1,blue,5,5.862888510341504,0.9277234507642262,184,-2,0,16,rectangle,0,green,2,1.6367795808354269,0.5396962222510598,87,True
4,1,67,circle,0,red,4,6.00468985046931,0.12305911545528525,295,-3,-4,78,circle,1,red,4,3.569689731034761,0.033221538125182914,264,True
-2,2,25,rectangle,0,blue,1,8.681887580457003,0.19516676435838942,39,3,-3,21,circle,1,green,1,0.402232550033611,0.2122776476979673,83,False
-1,6,66,circle,0,red,2,8.064926847419024,0.7910868110327217,57,1,2,76,rectangle,0,blue,1,8.483433318400198,0.40729901194995566,249,True
5,-1,93,circle,0,blue,4,4.290433347269442,0.3924247404699923,341,-3,5,10,circle,0,red,4,2.1799561443443274,0.46392852384439365,31,False
1,-6,27,rectangle,0,red,1,9.188536642307977,0.24084849864866809,43,-2,3,46,circle,0,blue,3,4.540602631611304,0.553289831398968,241,False
