carat,cut,color,clarity,depth,table,price,x,y,z,v
0.0665280665280665,3,2,5,0.5055555555555555,0.3076923076923076,1911,0.478584729981378,0.0876061120543293,0.0990566037735849,0.0041531410241841
0.2079002079002079,3,5,2,0.4583333333333335,0.2884615384615384,6588,0.6536312849162011,0.1183361629881154,0.130817610062893,0.0101185090561778
0.1725571725571725,4,2,3,0.5222222222222224,0.2500000000000001,6557,0.6024208566108007,0.1103565365025466,0.1261006289308176,0.0083833059057354
0.0457380457380457,4,4,2,0.5166666666666668,0.2500000000000001,691,0.4469273743016759,0.0820033955857385,0.0933962264150943,0.003422930816059
0.0436590436590436,2,4,2,0.5638888888888889,0.2692307692307693,969,0.4394785847299813,0.0796264855687606,0.0937106918238993,0.0032793246179449
0.0207900207900207,3,6,2,0.5333333333333334,0.3461538461538461,709,0.3985102420856611,0.0719864176570458,0.0833333333333333,0.002390610393949
0.1663201663201663,3,4,5,0.5083333333333335,0.2307692307692307,8602,0.5996275605214153,0.1088285229202037,0.1238993710691823,0.0080852494324633
0.0332640332640332,4,4,3,0.5277777777777779,0.2307692307692307,726,0.4236499068901303,0.0777589134125636,0.0889937106918239,0.0029316803361233
0.1268191268191268,4,1,3,0.5222222222222224,0.2500000000000001,2939,0.5605214152700186,0.1016977928692699,0.1166666666666666,0.0066504422587073
0.0207900207900207,4,6,3,0.5194444444444446,0.2307692307692307,710,0.4031657355679702,0.0740237691001697,0.0842767295597484,0.0025151418495075
0.0415800415800415,3,0,3,0.4972222222222222,0.3653846153846153,765,0.4432029795158286,0.0803056027164686,0.090880503144654,0.0032345900038907
0.1081081081081081,4,4,2,0.5472222222222223,0.2692307692307693,2586,0.5297951582867784,0.097283531409168,0.1125786163522012,0.0058023406050122
0.0623700623700623,4,3,3,0.5305555555555557,0.2307692307692307,1554,0.4757914338919925,0.0870967741935483,0.0999999999999999,0.0041439899080915
0.0207900207900207,2,1,2,0.5055555555555555,0.2884615384615384,405,0.3985102420856611,0.0730050933786078,0.0827044025157232,0.0024061421275516
0.0103950103950103,4,2,5,0.5277777777777779,0.2115384615384615,525,0.3770949720670391,0.0692699490662139,0.0792452830188679,0.0020699937346128
0.0769230769230769,2,4,5,0.4722222222222223,0.2692307692307693,2201,0.5065176908752328,0.0920203735144312,0.1025157232704402,0.0047782524391691
0.0062370062370062,2,6,4,0.5222222222222224,0.2692307692307693,357,0.3631284916201117,0.066723259762309,0.0761006289308176,0.0018438510172887
0.1081081081081081,1,4,3,0.5694444444444446,0.2307692307692307,2700,0.5307262569832403,0.097453310696095,0.1141509433962264,0.0059040044611131
0.1039501039501039,3,4,2,0.4555555555555557,0.326923076923077,2239,0.537243947858473,0.097453310696095,0.1075471698113207,0.0056307612794418
0.0395010395010395,3,2,6,0.4833333333333334,0.3076923076923076,1095,0.4394785847299813,0.0806451612903225,0.0899371069182389,0.0031875348760594
0.1247401247401247,4,4,2,0.4861111111111111,0.2692307692307693,3420,0.5605214152700186,0.1030560271646859,0.1150943396226415,0.0066484372115203
0.1476091476091476,2,1,3,0.5138888888888891,0.2884615384615384,3994,0.5772811918063314,0.1057724957555178,0.120125786163522,0.0073349372517763
0.0249480249480249,4,5,6,0.5527777777777778,0.2692307692307693,936,0.4078212290502793,0.0735144312393887,0.0861635220125786,0.0025832466421598
0.0977130977130977,4,4,1,0.5277777777777779,0.2884615384615384,1673,0.521415270018622,0.0955857385398981,0.1094339622641509,0.0054541737601909
0.0665280665280665,2,5,2,0.5444444444444445,0.3076923076923076,1161,0.4702048417132216,0.0870967741935483,0.100314465408805,0.0041082108964049
0.2723492723492723,4,1,2,0.5472222222222223,0.2692307692307693,8193,0.6843575418994413,0.1239388794567062,0.1443396226415094,0.0122426712776289
0.027027027027027,4,6,3,0.5222222222222224,0.2307692307692307,692,0.4124767225325884,0.0753820033955857,0.0861635220125786,0.0026791101086173
0.0623700623700623,4,5,3,0.5361111111111112,0.2307692307692307,1921,0.4739292364990689,0.0869269949066214,0.0999999999999999,0.0041197244327253
0.0374220374220374,3,5,4,0.5166666666666668,0.2884615384615384,766,0.4329608938547486,0.0797962648556876,0.090566037735849,0.0031289354407416
0.0083160083160083,2,3,5,0.4805555555555556,0.2884615384615384,552,0.3752327746741155,0.0687606112054329,0.0767295597484276,0.0019797173972139
0.0415800415800415,4,4,0,0.5638888888888889,0.326923076923077,630,0.435754189944134,0.0786078098471986,0.0927672955974842,0.0031776214900812
0.1725571725571725,4,2,4,0.5277777777777779,0.2115384615384615,6913,0.6014897579143389,0.1103565365025466,0.1261006289308176,0.0083703487095905
0.0249480249480249,3,5,3,0.5111111111111113,0.326923076923077,648,0.4106145251396648,0.0743633276740237,0.0849056603773584,0.0025925656823214
0.0415800415800415,1,3,2,0.5722222222222224,0.2692307692307693,882,0.4366852886405959,0.0789473684210526,0.0933962264150943,0.0032198493228961
0.0291060291060291,3,5,6,0.5055555555555555,0.2884615384615384,862,0.419925512104283,0.0760611205432937,0.0864779874213836,0.0027621073502283
0.0457380457380457,4,0,3,0.5277777777777779,0.2307692307692307,628,0.4469273743016759,0.0826825127334465,0.0943396226415094,0.0034861394638324
0.0291060291060291,2,6,2,0.4666666666666668,0.3461538461538461,626,0.4189944134078212,0.0769100169779287,0.0849056603773584,0.0027360736513176
0.0831600831600831,4,3,2,0.4888888888888889,0.2692307692307693,1613,0.505586592178771,0.0928692699490662,0.1037735849056603,0.0048725286304572
